epoch,train_accuracy,test_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0,54.92,54.15352260778128,False,,,1,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-09-57,1646467797,4.910693407058716,4.910693407058716,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,4.910693407058716,0,1,a0b55_00002
1,83.56,82.5446898002103,False,,,2,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-09-59,1646467799,1.4816336631774902,6.392327070236206,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,6.392327070236206,0,2,a0b55_00002
2,85.56,85.43638275499474,False,,,3,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-00,1646467800,1.5441131591796875,7.9364402294158936,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,7.9364402294158936,0,3,a0b55_00002
3,88.53999999999999,88.85383806519454,False,,,4,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-02,1646467802,1.523949146270752,9.460389375686646,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,9.460389375686646,0,4,a0b55_00002
4,89.14,89.85278654048369,False,,,5,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-04,1646467804,1.5811750888824463,11.041564464569092,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,11.041564464569092,0,5,a0b55_00002
5,90.03999999999999,90.69400630914826,False,,,6,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-05,1646467805,1.4823601245880127,12.523924589157104,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,12.523924589157104,0,6,a0b55_00002
6,89.53999999999999,90.37854889589906,False,,,7,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-07,1646467807,1.5166544914245605,14.040579080581665,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,14.040579080581665,0,7,a0b55_00002
7,90.82000000000001,91.32492113564669,False,,,8,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-08,1646467808,1.5125927925109863,15.553171873092651,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,15.553171873092651,0,8,a0b55_00002
8,90.46,90.7465825446898,False,,,9,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-10,1646467810,1.5371005535125732,17.090272426605225,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,17.090272426605225,0,9,a0b55_00002
9,91.03999999999999,91.6403785488959,False,,,10,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-11,1646467811,1.540515661239624,18.63078808784485,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,18.63078808784485,0,10,a0b55_00002
10,90.82000000000001,91.21976866456362,False,,,11,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-13,1646467813,1.505150556564331,20.13593864440918,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,20.13593864440918,0,11,a0b55_00002
11,91.34,91.90325972660357,False,,,12,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-14,1646467814,1.5163850784301758,21.652323722839355,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,21.652323722839355,0,12,a0b55_00002
12,90.82000000000001,91.16719242902208,False,,,13,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-16,1646467816,1.5084643363952637,23.16078805923462,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,23.16078805923462,0,13,a0b55_00002
13,91.12,91.6403785488959,False,,,14,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-17,1646467817,1.5220668315887451,24.682854890823364,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,24.682854890823364,0,14,a0b55_00002
14,91.52,92.32386961093586,False,,,15,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-19,1646467819,1.5208523273468018,26.203707218170166,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,26.203707218170166,0,15,a0b55_00002
15,91.3,92.00841219768665,False,,,16,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-20,1646467820,1.5375001430511475,27.741207361221313,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,27.741207361221313,0,16,a0b55_00002
16,91.47999999999999,91.58780231335436,False,,,17,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-22,1646467822,1.486149549484253,29.227356910705566,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,29.227356910705566,0,17,a0b55_00002
17,91.62,92.16614090431125,False,,,18,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-23,1646467823,1.5460338592529297,30.773390769958496,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,30.773390769958496,0,18,a0b55_00002
18,91.38,91.69295478443743,False,,,19,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-25,1646467825,1.5038180351257324,32.27720880508423,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,32.27720880508423,0,19,a0b55_00002
19,91.08000000000001,91.48264984227129,False,,,20,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-26,1646467826,1.512528657913208,33.78973746299744,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,33.78973746299744,0,20,a0b55_00002
20,91.74,92.534174553102,False,,,21,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-28,1646467828,1.4980735778808594,35.287811040878296,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,35.287811040878296,0,21,a0b55_00002
21,91.8,92.48159831756047,False,,,22,3eddb66a17f04ee49c94de2dae3df4cb,2022-03-05_03-10-29,1646467829,1.5021274089813232,36.78993844985962,3519,bigboy2.cchem.berkeley.edu,128.32.17.9,36.78993844985962,0,22,a0b55_00002
