epoch,train_accuracy,test_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0,53.900000000000006,52.300000000000004,False,,,1,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-38,1646467538,2.717592716217041,2.717592716217041,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,2.717592716217041,0,1,07589_00003
1,53.900000000000006,52.300000000000004,False,,,2,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-38,1646467538,0.2149355411529541,2.932528257369995,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,2.932528257369995,0,2,07589_00003
2,53.900000000000006,52.300000000000004,False,,,3,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-38,1646467538,0.24507999420166016,3.1776082515716553,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,3.1776082515716553,0,3,07589_00003
3,53.900000000000006,52.400000000000006,False,,,4,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-38,1646467538,0.22405171394348145,3.4016599655151367,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,3.4016599655151367,0,4,07589_00003
4,53.6,50.7,False,,,5,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-39,1646467539,0.25147056579589844,3.653130531311035,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,3.653130531311035,0,5,07589_00003
5,56.3,52.5,False,,,6,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-39,1646467539,0.22745418548583984,3.880584716796875,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,3.880584716796875,0,6,07589_00003
6,60.5,52.0,False,,,7,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-39,1646467539,0.22971034049987793,4.110295057296753,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,4.110295057296753,0,7,07589_00003
7,63.2,56.39999999999999,False,,,8,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-39,1646467539,0.2346203327178955,4.344915390014648,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,4.344915390014648,0,8,07589_00003
8,60.5,54.2,False,,,9,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-40,1646467540,0.2280900478363037,4.573005437850952,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,4.573005437850952,0,9,07589_00003
9,55.800000000000004,51.800000000000004,False,,,10,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-40,1646467540,0.2340998649597168,4.807105302810669,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,4.807105302810669,0,10,07589_00003
10,56.49999999999999,52.300000000000004,False,,,11,63bf05730427404282b5521c6516a1a1,2022-03-05_03-05-40,1646467540,0.23514628410339355,5.0422515869140625,1068,bigboy2.cchem.berkeley.edu,128.32.17.9,5.0422515869140625,0,11,07589_00003
