epoch,test_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0,53.62776025236593,False,,,1,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-05,1649216585,5.627671480178833,5.627671480178833,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,5.627671480178833,0,1,a443ba72
1,49.89484752891693,False,,,2,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-06,1649216586,0.6944313049316406,6.322102785110474,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,6.322102785110474,0,2,a443ba72
2,59.20084121976866,False,,,3,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-07,1649216587,0.7197773456573486,7.041880130767822,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,7.041880130767822,0,3,a443ba72
3,49.158780231335435,False,,,4,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-08,1649216588,0.7188270092010498,7.760707139968872,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,7.760707139968872,0,4,a443ba72
4,36.48790746582545,False,,,5,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-08,1649216588,0.7047257423400879,8.46543288230896,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,8.46543288230896,0,5,a443ba72
5,47.3186119873817,False,,,6,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-09,1649216589,0.7049219608306885,9.170354843139648,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,9.170354843139648,0,6,a443ba72
6,52.10304942166141,False,,,7,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-10,1649216590,0.693535327911377,9.863890171051025,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,9.863890171051025,0,7,a443ba72
7,56.30914826498423,False,,,8,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-11,1649216591,0.6919119358062744,10.5558021068573,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,10.5558021068573,0,8,a443ba72
8,51.15667718191378,False,,,9,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-11,1649216591,0.6984939575195312,11.254296064376831,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,11.254296064376831,0,9,a443ba72
9,46.89800210304942,False,,,10,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-12,1649216592,0.7090542316436768,11.963350296020508,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,11.963350296020508,0,10,a443ba72
10,46.89800210304942,False,,,11,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-13,1649216593,0.7094502449035645,12.672800540924072,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,12.672800540924072,0,11,a443ba72
11,46.635120925341745,False,,,12,8771f4443af44c89b567e56a6eb261b2,2022-04-06_03-43-13,1649216593,0.708662748336792,13.381463289260864,90204,nvidia-gpu-cloud-tensorflow-image-8gpus-vm,10.128.0.8,13.381463289260864,0,12,a443ba72
