epoch,train_accuracy,test_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0,53.900000000000006,52.300000000000004,False,,,1,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-15,1646467275,2.5878844261169434,2.5878844261169434,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,2.5878844261169434,0,1,6ab9a_00001
1,53.900000000000006,52.300000000000004,False,,,2,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-15,1646467275,0.18874168395996094,2.7766261100769043,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,2.7766261100769043,0,2,6ab9a_00001
2,53.900000000000006,52.300000000000004,False,,,3,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-15,1646467275,0.18831539154052734,2.9649415016174316,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,2.9649415016174316,0,3,6ab9a_00001
3,53.900000000000006,52.300000000000004,False,,,4,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-15,1646467275,0.18428325653076172,3.1492247581481934,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,3.1492247581481934,0,4,6ab9a_00001
4,53.900000000000006,52.300000000000004,False,,,5,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-15,1646467275,0.18428301811218262,3.333507776260376,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,3.333507776260376,0,5,6ab9a_00001
5,53.900000000000006,52.300000000000004,False,,,6,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-15,1646467275,0.18221664428710938,3.5157244205474854,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,3.5157244205474854,0,6,6ab9a_00001
6,53.900000000000006,52.300000000000004,False,,,7,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-16,1646467276,0.17520904541015625,3.6909334659576416,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,3.6909334659576416,0,7,6ab9a_00001
7,59.8,59.099999999999994,False,,,8,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-16,1646467276,0.18772578239440918,3.878659248352051,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,3.878659248352051,0,8,6ab9a_00001
8,61.3,58.099999999999994,False,,,9,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-16,1646467276,0.1824641227722168,4.061123371124268,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,4.061123371124268,0,9,6ab9a_00001
9,66.60000000000001,62.5,False,,,10,8626e60dd4194635b21eed6804d412b8,2022-03-05_03-01-16,1646467276,0.1882641315460205,4.249387502670288,243356,bigboy2.cchem.berkeley.edu,128.32.17.9,4.249387502670288,0,10,6ab9a_00001
