epoch,train_accuracy,test_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
62,91.9,90.4,False,,,63,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-15,1646467575,0.5038559436798096,40.27873420715332,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,40.27873420715332,0,63,07589_00000
63,91.9,89.7,False,,,64,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-16,1646467576,0.5166661739349365,40.79540038108826,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,40.79540038108826,0,64,07589_00000
64,91.5,90.60000000000001,False,,,65,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-16,1646467576,0.5041894912719727,41.29958987236023,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,41.29958987236023,0,65,07589_00000
65,92.2,89.9,False,,,66,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-17,1646467577,0.5065507888793945,41.806140661239624,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,41.806140661239624,0,66,07589_00000
66,91.10000000000001,90.7,False,,,67,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-17,1646467577,0.5035040378570557,42.30964469909668,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,42.30964469909668,0,67,07589_00000
67,91.60000000000001,90.5,False,,,68,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-18,1646467578,0.5049271583557129,42.81457185745239,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,42.81457185745239,0,68,07589_00000
68,92.5,89.5,False,,,69,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-18,1646467578,0.46448636054992676,43.27905821800232,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,43.27905821800232,0,69,07589_00000
69,91.60000000000001,90.60000000000001,False,,,70,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-19,1646467579,0.4580342769622803,43.7370924949646,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,43.7370924949646,0,70,07589_00000
70,91.2,90.5,False,,,71,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-19,1646467579,0.4598348140716553,44.196927309036255,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,44.196927309036255,0,71,07589_00000
71,91.5,90.4,False,,,72,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-20,1646467580,0.45679593086242676,44.65372323989868,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,44.65372323989868,0,72,07589_00000
72,91.7,90.4,False,,,73,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-20,1646467580,0.45596837997436523,45.10969161987305,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,45.10969161987305,0,73,07589_00000
73,91.0,90.60000000000001,False,,,74,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-21,1646467581,0.4504094123840332,45.56010103225708,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,45.56010103225708,0,74,07589_00000
74,91.4,90.60000000000001,False,,,75,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-21,1646467581,0.45609116554260254,46.01619219779968,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,46.01619219779968,0,75,07589_00000
75,91.10000000000001,90.60000000000001,False,,,76,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-22,1646467582,0.45589280128479004,46.47208499908447,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,46.47208499908447,0,76,07589_00000
76,92.30000000000001,90.4,False,,,77,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-22,1646467582,0.4476194381713867,46.91970443725586,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,46.91970443725586,0,77,07589_00000
77,92.4,90.2,False,,,78,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-23,1646467583,0.45958590507507324,47.37929034233093,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,47.37929034233093,0,78,07589_00000
78,92.30000000000001,90.4,False,,,79,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-23,1646467583,0.45270848274230957,47.83199882507324,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,47.83199882507324,0,79,07589_00000
79,91.10000000000001,90.9,False,,,80,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-23,1646467583,0.4530625343322754,48.28506135940552,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,48.28506135940552,0,80,07589_00000
80,92.2,90.2,False,,,81,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-24,1646467584,0.4509580135345459,48.73601937294006,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,48.73601937294006,0,81,07589_00000
81,92.30000000000001,90.0,False,,,82,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-24,1646467584,0.4700736999511719,49.206093072891235,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,49.206093072891235,0,82,07589_00000
82,91.0,90.9,False,,,83,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-25,1646467585,0.4522745609283447,49.65836763381958,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,49.65836763381958,0,83,07589_00000
83,92.2,90.2,False,,,84,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-25,1646467585,0.453136682510376,50.111504316329956,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,50.111504316329956,0,84,07589_00000
84,91.60000000000001,90.8,False,,,85,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-26,1646467586,0.45506834983825684,50.56657266616821,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,50.56657266616821,0,85,07589_00000
85,91.10000000000001,90.8,False,,,86,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-26,1646467586,0.46359705924987793,51.03016972541809,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,51.03016972541809,0,86,07589_00000
86,91.7,91.0,False,,,87,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-27,1646467587,0.46728515625,51.49745488166809,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,51.49745488166809,0,87,07589_00000
87,91.8,91.2,False,,,88,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-27,1646467587,0.4581630229949951,51.955617904663086,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,51.955617904663086,0,88,07589_00000
88,92.2,90.5,False,,,89,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-28,1646467588,0.46111488342285156,52.41673278808594,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,52.41673278808594,0,89,07589_00000
89,92.30000000000001,90.5,False,,,90,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-28,1646467588,0.4535856246948242,52.87031841278076,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,52.87031841278076,0,90,07589_00000
90,92.0,90.8,False,,,91,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-29,1646467589,0.4545888900756836,53.324907302856445,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,53.324907302856445,0,91,07589_00000
91,92.5,90.8,False,,,92,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-29,1646467589,0.4536428451538086,53.778550148010254,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,53.778550148010254,0,92,07589_00000
92,92.0,91.4,False,,,93,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-29,1646467589,0.46268653869628906,54.24123668670654,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,54.24123668670654,0,93,07589_00000
93,92.4,91.0,False,,,94,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-30,1646467590,0.46196627616882324,54.703202962875366,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,54.703202962875366,0,94,07589_00000
94,92.30000000000001,90.8,False,,,95,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-30,1646467590,0.45445823669433594,55.1576611995697,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,55.1576611995697,0,95,07589_00000
95,92.30000000000001,91.0,False,,,96,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-31,1646467591,0.4615788459777832,55.619240045547485,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,55.619240045547485,0,96,07589_00000
96,92.30000000000001,90.8,False,,,97,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-31,1646467591,0.45455265045166016,56.073792695999146,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,56.073792695999146,0,97,07589_00000
97,92.4,89.9,False,,,98,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-32,1646467592,0.45774316787719727,56.53153586387634,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,56.53153586387634,0,98,07589_00000
98,92.30000000000001,90.9,False,,,99,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-32,1646467592,0.4506969451904297,56.98223280906677,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,56.98223280906677,0,99,07589_00000
99,92.0,91.5,True,,,100,9425a879550e4f3489ef04498a173dcc,2022-03-05_03-06-33,1646467593,0.45261406898498535,57.43484687805176,1069,bigboy2.cchem.berkeley.edu,128.32.17.9,57.43484687805176,0,100,07589_00000
