epoch,train_accuracy,test_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0,55.379999999999995,55.15247108307045,False,,,1,a4c1e66351eb4cba8c465c002a9a6b42,2022-03-05_03-21-33,1646468493,5.202828407287598,5.202828407287598,8560,bigboy2.cchem.berkeley.edu,128.32.17.9,5.202828407287598,0,1,3f941_00001
1,80.14,78.33859095688749,False,,,2,a4c1e66351eb4cba8c465c002a9a6b42,2022-03-05_03-21-35,1646468495,1.9371755123138428,7.14000391960144,8560,bigboy2.cchem.berkeley.edu,128.32.17.9,7.14000391960144,0,2,3f941_00001
2,87.62,87.80231335436383,False,,,3,a4c1e66351eb4cba8c465c002a9a6b42,2022-03-05_03-21-37,1646468497,2.0664026737213135,9.206406593322754,8560,bigboy2.cchem.berkeley.edu,128.32.17.9,9.206406593322754,0,3,3f941_00001
3,90.44,90.58885383806519,False,,,4,a4c1e66351eb4cba8c465c002a9a6b42,2022-03-05_03-21-39,1646468499,2.0417327880859375,11.248139381408691,8560,bigboy2.cchem.berkeley.edu,128.32.17.9,11.248139381408691,0,4,3f941_00001
4,90.16,89.90536277602523,False,,,5,a4c1e66351eb4cba8c465c002a9a6b42,2022-03-05_03-21-41,1646468501,2.053406000137329,13.30154538154602,8560,bigboy2.cchem.berkeley.edu,128.32.17.9,13.30154538154602,0,5,3f941_00001
5,91.12,91.53522607781282,False,,,6,a4c1e66351eb4cba8c465c002a9a6b42,2022-03-05_03-21-44,1646468504,2.055624485015869,15.35716986656189,8560,bigboy2.cchem.berkeley.edu,128.32.17.9,15.35716986656189,0,6,3f941_00001
